txname	uhr 1	uhr 2	uhr 3	uhr 4	brain 1	brain 2	brain 3	brain 4	seqnames	start	end	width	strand	tx_id
NM_003787	0.0022412	0.00207247	0.00302102	0.00279644	0.31952341	0.31500483	0.30218153	0.30985125	chr18	29685062	30057513	372452	-	31128
NM_003794	0.74714471	0.72688387	0.74531886	0.76346807	0.7440426	0.76960007	0.73677594	0.74845241	chr3	126648184	126721748	73565	-	7362
NM_003807	0.00460233	0.00475369	0.00503761	0.00502656	0.00055061	0.00083836	0.00058259	0.00070268	chr19	6614148	6621599	7452	-	32075
NM_003819	2.7440713	2.82403586	2.73205543	2.72090723	0.53167968	0.54103961	0.51614713	0.54107728	chr1	39799072	39815108	16037	-	1744
NM_003824	0.41212555	0.42175752	0.43729229	0.4272432	0.14538826	0.13574261	0.14495678	0.14153396	chr11	69726917	69731156	4240	+	20961
NM_003837	0.00042771	0.00044503	0.00066275	0.00042771	0.00724795	0.0052598	0.00695395	0.00713203	chr9	96360824	96395896	35073	-	16416
NM_003838	0.06677772	0.07084076	0.06431972	0.07235631	0.17243675	0.16514138	0.17217018	0.17085033	chr1	74436484	74446736	10253	+	2061
NM_003849	0.58882356	0.57416423	0.58139904	0.54955485	0.61092135	0.62188839	0.59761303	0.59532747	chr2	84504158	84540097	35940	-	4992
NM_003855	0.00192195	0.00313081	0.00258629	0.00262691	0.00514251	0.00539377	0.00397515	0.00576442	chr2	102345529	102381649	36121	+	4122
NM_003878	0.46745391	0.48331774	0.48572864	0.46772457	0.11794786	0.1194653	0.12800092	0.12558463	chr8	64090193	64114164	23972	-	14499
NM_003879	0.25598776	0.25777774	0.2622563	0.25848158	0.43768132	0.44647811	0.4560573	0.44946049	chr2	201689135	201737248	48114	+	4400
NM_003885	0.09608234	0.09362227	0.08885298	0.09825962	2.62503443	2.73355898	2.82119623	2.71878586	chr17	27838218	27842384	4167	+	29725
NM_003906	0.2989371	0.31003007	0.30758721	0.29806332	0.16959744	0.17208983	0.18003845	0.17509883	chr21	46479476	46529664	50189	-	35386
NM_003919	0.16906711	0.17698679	0.17198404	0.17512175	0.19726295	0.19822259	0.19270648	0.18270722	chr7	94052472	94123457	70986	-	13388
NM_003937	0.73816719	0.71468028	0.71568418	0.69547837	0.00758183	0.00723453	0.00829377	0.00878192	chr2	143351665	143516355	164691	+	4227
NM_003954	0.09459985	0.09253945	0.09501081	0.09945107	0.10598656	0.10055729	0.10429472	0.10435355	chr17	40696271	40750197	53927	-	30199
NM_004048	19.88132351	20.93340853	22.4648969	22.06009328	8.35302378	8.23230461	9.08321567	8.82928251	chr15	42790977	42797649	6673	+	27055
NM_004049	0.21121339	0.21258871	0.20613534	0.20630523	0.0242744	0.02755019	0.02169724	0.02502674	chr15	78040287	78050698	10412	-	27366
NM_004053	0.44288073	0.45529017	0.4623176	0.46988421	0.1020507	0.10131897	0.09513048	0.09737735	chr6	41996943	42008762	11820	+	11549
NM_004090	0.52120843	0.56046918	0.59477606	0.54475392	0.65991258	0.740799	0.70905503	0.72564255	chr17	39199015	39211894	12880	-	30123
NM_004091	0.01808457	0.01879962	0.01992383	0.01919812	0.00032397	0.00032397	0.00032397	0.00032397	chr1	23705507	23730299	24793	-	293
NM_004117	0.44164149	0.46120445	0.47761405	0.45614784	0.37097126	0.39433679	0.37450033	0.36627769	chr6	35649340	35764697	115358	-	11443
NM_004119	0.00104926	0.00096403	0.00054514	0.00075242	0.09135227	0.08905463	0.09683255	0.09556195	chr13	27475411	27572729	97319	-	24650
NM_004132	0.00049723	0.00112868	0.00079929	0.00092555	0.0143357	0.01523107	0.01724048	0.01621198	chr10	115302768	115339350	36583	+	20496
NM_004168	0.68220495	0.71455242	0.76287641	0.74417554	0.62834413	0.65214292	0.67247684	0.70697115	chr5	271356	309814	38459	+	9721
NM_004175	1.23534163	1.18222545	1.22822785	1.24772291	0.72545216	0.74228431	0.78020057	0.75676088	chr22	23281618	23298509	16892	+	35624
NM_004202	0.00379928	0.0039193	0.00358063	0.00304579	0.01681071	0.01698911	0.01591854	0.01668121	chrY	14324841	14327296	2456	+	18998
NM_004207	2.49238036	2.40023787	2.40406535	2.35185083	0.07734119	0.07973577	0.07940439	0.07792983	chr17	77780178	77790658	10481	+	30982
NM_004237	1.15263473	1.20692359	1.22001846	1.2272254	0.00924579	0.00936194	0.01166408	0.01176245	chr5	945969	971164	25196	+	9730
NM_004260	0.00037878	0.00037878	0.00037878	0.00037878	0.00040849	0.00040849	0.00040849	0.00040849	chr8	145707475	145714018	6544	-	15493
NM_004275	0.18540117	0.17524095	0.18253029	0.17890614	0.06856998	0.06340573	0.06112712	0.06272889	chr6	41981070	41996855	15786	-	11548
NM_004294	0.04854946	0.04751021	0.04925806	0.0505117	0.03944117	0.04194865	0.04417147	0.04403698	chr13	40688516	40735713	47198	-	24918
NM_004323	0.49414371	0.50378285	0.48499389	0.47347118	0.4654332	0.47551103	0.45581391	0.44867986	chr9	33242470	33254759	12290	-	16111
NM_004332	0.30781395	0.3296871	0.33110025	0.32894371	0.18632451	0.19619269	0.19427752	0.19490751	chr6	3063925	3098431	34507	+	10739
NM_004341	1.14068854	1.14312762	1.13360294	1.20970424	0.18492729	0.17398795	0.18844101	0.18910959	chr2	27293762	27320158	26397	+	4674
NM_004343	20.12577391	19.70125769	19.86612496	19.19010348	7.42785996	7.47491879	7.54097818	7.41970242	chr19	12910414	12916304	5891	+	32343
NM_004347	0.00051	0.00051	0.00051	0.00051	0.0015634	0.00120749	0.00082451	0.0014279	chr11	104370177	104399105	28929	-	22454
NM_004356	4.3776843	4.40567134	4.64746702	4.2015812	7.77408389	7.35101592	7.45021446	7.65121326	chr11	2355123	2375225	20103	+	20709
NM_004360	0.64783411	0.69576992	0.70063841	0.7145536	0.02777434	0.02907489	0.03466375	0.02578577	chr16	67328696	67426945	98250	+	27799
NM_004363	0.06541776	0.06633662	0.06659881	0.06977381	0.00048939	0.00048939	0.00048939	0.00048939	chr19	46904370	46926277	21908	+	31732
NM_004383	0.25723091	0.25941593	0.26244551	0.25524426	0.08963327	0.08660582	0.08076779	0.08428958	chr15	72861478	72882592	21115	+	26617
NM_004386	0.00162365	0.00188084	0.00190342	0.00141556	0.23536581	0.24373927	0.24219672	0.24567646	chr19	19183782	19224061	40280	+	32546
NM_004394	0.53070792	0.53269554	0.58657847	0.49887831	0.07061365	0.06465803	0.06979677	0.05813995	chr5	10732342	10814387	82046	-	9298
NM_004440	0.00488172	0.00469378	0.00476914	0.00447702	0.05219453	0.05135883	0.05388913	0.0551698	chr6	94006459	94186021	179563	-	11925
NM_004456	0.74903802	0.77035115	0.79098397	0.76890402	0.01298257	0.01452781	0.01389984	0.01431828	chr7	148135408	148212347	76940	-	14085
NM_004493	1.24435572	1.20874306	1.2148627	1.26075301	0.27739817	0.29863657	0.27934287	0.27454443	chrX	53474931	53478048	3118	-	17639
NM_004496	0.80581266	0.8256348	0.83625071	0.82211041	0.00044358	0.00044358	0.00050369	0.00044358	chr14	37128942	37134240	5299	-	25485
NM_004502	0.13562178	0.1478559	0.14092448	0.14786602	0.0013568	0.00085814	0.0012327	0.00122803	chr17	44039594	44043382	3789	-	30295
NM_004518	0.00049723	0.00049723	0.00049723	0.00049723	0.00047418	0.00047418	0.00047418	0.00047418	chr20	61507986	61574437	66452	-	34902
NM_004530	1.5972366	1.5917471	1.57916942	1.58859255	0.02688784	0.02618087	0.02922954	0.03006644	chr16	54070582	54098087	27506	+	28546
NM_004538	0.04059674	0.04200532	0.04288457	0.0405082	1.65979712	1.58339609	1.59152138	1.54722412	chrX	92812581	92815338	2758	-	17925
NM_004565	0.25461928	0.28280353	0.2575167	0.25537376	0.3260367	0.32755637	0.32185845	0.3177377	chr1	10457590	10613405	155816	+	41
NM_004585	0.23271751	0.23383634	0.23020449	0.22787982	0.35465034	0.35585086	0.35665554	0.35105636	chr11	63060849	63070506	9658	+	21956
NM_004591	0.49684456	0.4823137	0.48563943	0.49691875	0.00114616	0.00049525	0.00086046	0.00048939	chr2	228386802	228390524	3723	+	5714
NM_004593	0.4356548	0.44090904	0.43843691	0.45337284	0.20214184	0.20194111	0.21159828	0.20340417	chr3	187115052	187138618	23567	-	7743
NM_004594	0.03983612	0.04187326	0.03964983	0.04108698	0.08499054	0.08652702	0.08451862	0.08742824	chr16	65840356	65863595	23240	+	28685
NM_004629	0.5950078	0.58845929	0.56828283	0.61150552	0.06917144	0.07750464	0.07826898	0.07294833	chr9	35063835	35070013	6179	-	16170
NM_004635	0.54375536	0.55834835	0.57149594	0.57642486	0.14772602	0.14456588	0.14033733	0.13785628	chr3	50629605	50661723	32119	+	7056
NM_004663	1.08662302	1.07213449	1.09051595	1.04285541	0.8986982	0.89043205	0.88159166	0.91218947	chr15	63948850	63968846	19997	+	26353
NM_004668	0.00250562	0.00314081	0.00401268	0.0034355	0.00367101	0.0028983	0.00373044	0.00464545	chr7	141342148	141453016	110869	+	14011
NM_004684	0.10422082	0.10195803	0.10174722	0.10104649	26.32644223	27.55448414	26.33502188	26.34599813	chr4	88613512	88669679	56168	-	8810
NM_004701	2.71397247	2.81650302	2.70437305	2.72164337	0.01600525	0.0154181	0.01728678	0.01556337	chr15	57184612	57204536	19925	+	27140
NM_004750	0.32911264	0.32928074	0.36189489	0.33977492	0.07478983	0.0792186	0.08297071	0.083797	chr19	18565035	18578660	13626	-	32519
NM_004768	2.17930859	2.22344996	2.32106655	2.30109971	1.77330678	1.72462098	1.78096755	1.82445544	chr1	70443953	70490289	46337	+	2046
NM_004781	0.82321692	0.81476791	0.82254577	0.83386357	1.0438262	1.05337174	1.07125689	1.03795603	chr1	7753916	7764079	10164	+	1181
NM_004809	0.09546372	0.09429952	0.09817617	0.09217522	0.44909009	0.44847123	0.43311645	0.43507559	chr15	72062613	72071688	9076	-	27261
NM_004827	0.1222121	0.12501611	0.1267636	0.12710313	0.47904105	0.50148884	0.48806551	0.48142909	chr4	89230440	89299035	68596	-	8163
NM_004836	0.15000803	0.18429414	0.21548012	0.21735225	0.11489983	0.10964066	0.1248076	0.13297339	chr2	88637374	88708209	70836	-	5041
NM_004855	0.08745513	0.08460092	0.08577467	0.0840218	0.02521271	0.02040122	0.02717644	0.02361332	chr15	53398425	53435138	36714	+	27122
NM_004874	0.2451563	0.23867835	0.24237792	0.24970238	0.24191053	0.24518058	0.24891081	0.24551389	chr8	38153263	38187694	34432	+	14993
NM_004891	0.47863529	0.48813802	0.47558784	0.47092552	0.43284794	0.42877077	0.43771262	0.44790809	chr2	27848088	27856112	8025	+	4708
NM_004929	0.01679941	0.01604648	0.01799339	0.01783064	1.5538141	1.53515512	1.54788975	1.58042356	chr8	91140014	91164283	24270	-	15206
NM_004935	0.59126776	0.56707773	0.58361857	0.59727709	0.95862292	0.95942932	0.95479517	0.96761905	chr7	150381832	150385985	4154	-	14149
NM_004942	0.00054143	0.00042771	0.00055237	0.00074376	0.00032397	0.00032397	0.00032397	0.00032397	chr8	7789609	7791647	2039	+	14781
NM_004964	0.98049442	0.95154945	0.91897884	0.97394053	0.09813415	0.09062985	0.09926954	0.09700146	chr1	32530295	32571811	41517	+	1630
NM_004972	0.26690691	0.25943165	0.25957711	0.2675074	0.35865307	0.33129728	0.34388813	0.34406429	chr9	4975245	5118183	142939	+	15613
NM_004976	0.00433354	0.00502901	0.00373212	0.00454164	0.85226729	0.8480946	0.84480181	0.86317276	chr11	17714071	17755953	41883	+	21484
NM_004977	0.00711804	0.00735052	0.00857727	0.00741078	0.00225347	0.00239164	0.00278603	0.00234019	chr19	55510577	55524446	13870	-	33459
NM_004991	0.00087001	0.00068545	0.00050608	0.00050608	0.00047983	0.00047983	0.00047983	0.00047983	chr3	170283981	170864257	580277	-	6493
NM_004994	0.01076933	0.01267659	0.01174861	0.01014217	0.00475709	0.0046003	0.00488133	0.00545213	chr20	44070954	44078607	7654	+	34734
NM_004996	0.43476588	0.42781556	0.98403877	0.42942087	0.04895298	0.04738339	0.04538875	0.04544044	chr16	15950935	16144431	193497	+	27664
NM_005003	1.75640495	1.7769088	1.76708391	1.7284405	1.07914275	1.10388568	1.13715349	1.08544044	chr16	23499836	23515140	15305	-	28287
NM_005006	1.27965043	1.30024056	1.27170069	1.25733376	1.78287743	1.8080966	1.83800452	1.78659341	chr2	206696048	206732488	36441	-	4424
NM_005020	0.26554433	0.25992136	0.25190553	0.25434762	1.10287922	1.10435377	1.11830338	1.06846223	chr7	31795772	32077570	281799	-	12853
NM_005025	0.11142345	0.10361758	0.1065857	0.10918231	4.37910697	4.50554077	4.47751397	4.36791449	chr3	168936205	169026051	89847	+	6492
NM_005060	0.01942025	0.02105405	0.02144714	0.02000623	0.0251813	0.02607262	0.02591403	0.02749473	chr1	150045171	150070972	25802	-	2564
NM_005061	0.00283681	0.00190006	0.00465405	0.00221584	0.0006905	0.00040849	0.00040849	0.00040849	chr16	1934581	1944680	10100	-	27981
NM_005066	3.78516512	3.91035749	3.88955853	3.61879844	1.92728286	2.00086431	1.83575138	1.94351068	chr1	35421788	35431330	9543	-	1677
NM_005071	0.01556103	0.01880302	0.01777006	0.01638794	0.92755861	0.89519947	0.92098804	0.86573473	chr19	14921991	14944730	22740	-	31650
NM_005074	0.00333488	0.00382967	0.00291832	0.00258582	0.00040849	0.00040849	0.00040849	0.00040849	chr6	25891105	25940266	49162	-	10918
NM_005091	0.00050608	0.00050608	0.00050608	0.00050608	0.00102797	0.0007967	0.00089956	0.00049506	chr19	51214252	51218396	4145	-	33130
NM_005095	0.71759086	0.75607229	0.71931131	0.73774769	0.99172935	0.97310237	0.89815713	0.94566217	chr1	35507155	35660132	152978	+	60
NM_005097	0.01345023	0.01213154	0.0115203	0.00952801	0.64965929	0.64793119	0.64800996	0.66733599	chr10	95507556	95547906	40351	+	20303
NM_005113	0.62658475	0.6258819	0.64695512	0.6251726	0.50315459	0.52782111	0.53578451	0.52058174	chr14	92330403	92376057	45655	+	26005
NM_005114	0.01417112	0.01335159	0.01316794	0.01341282	0.21599203	0.21894702	0.22394699	0.2139616	chr4	11009086	11039635	30550	-	8000
NM_005122	0.00050608	0.00050608	0.00050608	0.00050608	0.00047983	0.00047983	0.00047983	0.00047983	chr1	159466080	159474624	8545	-	2984
NM_005125	0.46919243	0.47063438	0.47893535	0.48665868	0.44845643	0.45312164	0.4372902	0.44051923	chr11	66117266	66130066	12801	+	22146
NM_005138	0.02405618	0.02430058	0.02294518	0.02378574	0.01774083	0.01653642	0.01710798	0.0169576	chr22	49308863	49310900	2038	-	36194
NM_005141	0.43174243	0.43102648	0.43496541	0.44195851	0.00033957	0.00032397	0.00032397	0.00033847	chr4	155703582	155713365	9784	+	9008
NM_005142	0.00049723	0.00049723	0.00049723	0.00049723	0.00047418	0.00047418	0.00047418	0.00047418	chr11	59353322	59369550	16229	-	21822
NM_005164	0.00754877	0.00739694	0.00887611	0.00823394	0.31072965	0.31027463	0.33167277	0.33605933	chr12	38231289	38300110	68822	-	23012
NM_005172	0.00515877	0.00757981	0.0066591	0.00705929	0.00048939	0.00048939	0.00048939	0.00048939	chr4	94969101	94970165	1065	+	8835
NM_005191	0.00169939	0.00242525	0.00188399	0.00185665	0.00059353	0.00075924	0.00092098	0.00048939	chr3	120725830	120761171	35342	-	7318
NM_005193	0.00051	0.00051	0.00051	0.00051	0.00048939	0.00048939	0.00048939	0.00048939	chrX	72583815	72591146	7332	+	17842
NM_005199	0.00042771	0.00042771	0.00042771	0.00042771	0.00032397	0.00032397	0.00032397	0.00032397	chr2	233112681	233119282	6602	+	5753
NM_005204	0.00882729	0.00825606	0.00993548	0.00911863	0.0098639	0.00917956	0.01013393	0.00920433	chr10	30762872	30790767	27896	+	19931
NM_005210	0.00042771	0.00042771	0.00042771	0.00042771	0.00032397	0.00032397	0.00032397	0.00032397	chr2	208715542	208719122	3581	-	5594
NM_005211	0.00232105	0.00167293	0.00219017	0.00276134	0.17444616	0.17292322	0.18385964	0.19127269	chr5	149413047	149473128	60082	-	9641
NM_005215	0.00159898	0.0016905	0.00151116	0.00170842	0.10710187	0.09482333	0.09507981	0.09419288	chr18	48120540	49316271	1195732	+	31050
NM_005228	0.12770144	0.12910917	0.12842583	0.14413546	0.06791943	0.06820916	0.07003937	0.06918891	chr7	55054219	55242525	188307	+	13044
NM_005229	0.558984	0.57403778	0.60113965	0.59795961	0.67804063	0.73286955	0.67893944	0.71719077	chrX	47379864	47394947	15084	-	17328
NM_005233	0.0932759	0.09797053	0.09632559	0.09492256	0.02730792	0.0258763	0.02719364	0.02732639	chr3	89239364	89613974	374611	+	6266
NM_005235	0.02106009	0.02039316	0.02229076	0.02207857	0.44667124	0.4369196	0.45801668	0.45357069	chr2	211948687	213111597	1162911	-	3803
NM_005246	0.39936409	0.37338806	0.3937895	0.38551242	0.5415497	0.5378174	0.53444619	0.50758122	chr5	108111422	108551272	439851	+	9473
NM_005248	0.00140403	0.00086056	0.00067897	0.00074648	0.03756769	0.00628096	0.04085238	0.0394612	chr1	27811388	27834314	22927	-	1531
NM_005286	0.03326454	0.03030207	0.03513563	0.03122295	0.04182736	0.03920254	0.0466954	0.04638852	chr20	62207627	62208628	1002	-	34955
NM_005295	0.05470103	0.05033791	0.04897595	0.05324443	0.2904292	0.28186531	0.27859534	0.28354577	chr7	106897738	106903361	5624	+	13671
NM_005314	0.02736298	0.02568889	0.02817691	0.02854326	0.010983	0.01116346	0.0097686	0.01133463	chrX	16051345	16081562	30218	+	17082
NM_005317	0.01811188	0.01659577	0.01412932	0.01541767	0.00063201	0.00047418	0.00060844	0.00047418	chr19	495027	500919	5893	+	31842
NM_005320	4.47156814	4.57035399	4.83671058	4.97086334	0.70124401	0.73421429	0.71882376	0.70042869	chr6	26342419	26343195	777	-	10957
NM_005332	3.00086112	3.10022822	3.06817325	3.05579599	0.00166011	0.00175859	0.0013347	0.00157672	chr16	142854	144504	1651	+	27885
NM_005334	0.45583547	0.4669988	0.45566388	0.45347508	0.21478034	0.21643311	0.2188037	0.21165101	chrX	152866202	152890013	23812	-	18765
NM_005339	0.36757574	0.36184711	0.35514199	0.37756375	0.46402148	0.45888816	0.46964392	0.4744232	chr4	39376059	39460805	84747	+	8048
NM_005374	0.00142206	0.00128298	0.00151537	0.00162811	0.17096218	0.17980432	0.17858577	0.18681404	chr17	39308253	39340639	32387	-	30131
NM_005375	1.25871604	1.17978676	1.18904762	1.2147407	0.00337378	0.00187943	0.00315668	0.00346414	chr6	135544146	135582003	37858	+	12218
NM_005382	0.03029849	0.02942984	0.02721535	0.02843901	5.27856857	5.36490798	5.54614558	5.58744972	chr8	24827179	24832511	5333	+	14930
NM_005424	0.02129372	0.02197486	0.02191894	0.02180647	0.06418707	0.06609246	0.05994187	0.06562676	chr1	43539251	43561366	22116	+	1817
NM_005427	0.03426534	0.03582424	0.03228352	0.03090847	0.02758145	0.02671008	0.02744955	0.03123209	chr1	3558989	3640327	81339	+	1146
NM_005430	0.00099359	0.00037563	0.00152463	0.00099254	0.00115313	0.00115384	0.00107803	0.00066437	chr12	47658503	47662663	4161	+	23760
NM_005446	0.04723752	0.0497716	0.05616405	0.05290065	0.10081757	0.09695109	0.09508953	0.10203334	chr22	19699464	19712302	12839	+	35530
NM_005480	0.53077928	0.58013141	0.5236945	0.52926704	0.00067818	0.00081894	0.00044358	0.00140528	chr12	48003238	48011781	8544	+	23777
NM_005502	0.08296699	0.08299819	0.08805854	0.08523718	0.04862652	0.05301744	0.05346282	0.05307619	chr9	106583105	106730348	147244	-	15816
NM_005509	0.12814825	0.13035272	0.13254978	0.13038877	0.28064626	0.29452147	0.30793531	0.29189896	chr5	118434983	118612721	177739	+	9245
NM_005511	0.63740242	0.69549302	0.68539281	0.70755628	0.00044358	0.00044358	0.00044358	0.00044358	chr9	5880909	5899822	18914	+	15617
NM_005518	0.00308546	0.0047615	0.00496953	0.00463823	0.00044358	0.00049753	0.00044358	0.00060783	chr1	120092142	120113078	20937	-	2384
NM_005528	0.42269166	0.4237636	0.40520429	0.40748372	0.27886313	0.28247557	0.28960882	0.27719898	chr11	63754329	63758329	4001	+	21976
NM_005539	0.08917295	0.08921848	0.08998941	0.08431369	0.48818867	0.53792616	0.56702804	0.51542686	chr10	134201343	134446974	245632	+	19143
NM_005544	0.22194955	0.23011555	0.23919063	0.2765401	0.15916547	0.16465369	0.16543061	0.16759241	chr2	227304277	227371750	67474	-	5710
NM_005566	27.64359859	27.33397592	27.58493776	27.10078188	3.6105505	3.72174319	3.7059844	3.64838788	chr11	18372512	18386341	13830	+	21506
NM_005576	0.4136171	0.44046348	0.44575573	0.43423105	0.0063563	0.00558519	0.00543566	0.00570462	chr15	72005842	72031531	25690	+	27260
NM_005582	0.01356483	0.01562191	0.01399416	0.01346677	0.01177879	0.01020649	0.01215686	0.01133652	chr5	66513860	66528373	14514	-	9923
NM_005584	0.02779532	0.02763547	0.02804588	0.02808105	0.70542921	0.71332412	0.71841817	0.73854822	chr13	34945926	34948832	2907	-	24880
NM_005601	0.00184905	0.00127195	0.00184143	0.0016645	0.00667549	0.00659762	0.0055697	0.00651996	chr19	56566686	56567772	1087	-	33530
NM_005615	0.43739923	0.45115236	0.44881159	0.42224979	0.07334809	0.07884768	0.07389761	0.07258779	chr14	20319050	20320466	1417	+	25216
NM_005621	0.00064312	0.00081882	0.00058905	0.00071905	0.03919966	0.03974172	0.03658876	0.04482071	chr1	151612808	151614699	1892	-	2628
NM_005655	0.82898107	0.83071214	0.81831141	0.8238384	0.16692321	0.16407688	0.16718016	0.16053265	chr8	103730181	103737159	6979	-	15279
NM_005658	0.06570583	0.06636782	0.06816773	0.0731681	0.01848416	0.01958634	0.01862935	0.020505	chr9	122704492	122728994	24503	-	16558
NM_005689	0.86616477	0.9258118	0.94603056	0.97284613	0.57214986	0.54224424	0.59797897	0.56888037	chr2	219782732	219791956	9225	-	5661
NM_005701	0.21222689	0.21905751	0.20339718	0.20568407	0.1987858	0.19517294	0.19487501	0.19777881	chr15	73677479	73705501	28023	-	27318
NM_005729	0.35386914	0.36954485	0.36676467	0.35606748	0.13892435	0.14997294	0.16112196	0.14823898	chr10	80777226	80785095	7870	+	20207
NM_005733	1.31107779	1.43879511	1.43031659	1.473709	0.00059174	0.00086175	0.00048363	0.00069536	chr5	137542316	137551303	8988	+	10239
NM_005756	0.00612144	0.00531057	0.00561154	0.00665101	0.00067177	0.00085738	0.00114354	0.00119204	chrX	18917346	19050676	133331	-	17124
NM_005761	0.1792973	0.17601239	0.18128396	0.17547319	0.20705258	0.21463879	0.21807823	0.21204289	chr12	93066630	93225582	158953	+	23188
NM_005767	0.11253577	0.11417649	0.11275434	0.11049104	0.05140763	0.05139193	0.05108226	0.04918179	chr13	47883183	47916841	33659	-	24952
NM_005778	0.19970645	0.21145723	0.22633873	0.21043793	0.2164278	0.22070787	0.22791479	0.22425137	chr3	50101356	50131396	30041	+	7016
NM_005835	0.00488891	0.00562954	0.00631386	0.00573008	0.00046434	0.00046434	0.00046434	0.00046434	chr6	26020963	26038925	17963	-	10921
NM_005845	0.18914375	0.19936572	0.18868275	0.18355151	0.03372797	0.03231381	0.03136099	0.03424324	chr13	94470084	94751688	281605	-	24763
NM_005923	0.08732295	0.08835615	0.08797141	0.08997653	0.45101776	0.45640452	0.44961701	0.47023121	chr6	136919880	137155349	235470	-	12246
NM_005980	0.43141759	0.43014337	0.43618361	0.44581712	0.00267952	0.00321068	0.00228063	0.00239719	chr4	6746467	6749798	3332	+	8504
NM_005981	0.19207094	0.20016295	0.19595516	0.1898011	0.21179928	0.21383644	0.22287619	0.22099486	chr12	56425051	56428293	3243	+	24111
NM_005982	0.04110937	0.04273737	0.04234246	0.04279858	0.00253258	0.0031951	0.0022944	0.00277655	chr14	60181170	60185908	4739	-	25659
NM_006010	1.24158268	1.23300055	1.32266726	1.26609588	0.39324306	0.3974214	0.4057505	0.40112177	chr3	51397732	51401868	4137	+	7058
NM_006020	0.09767906	0.09867997	0.11153478	0.10138577	0.0859405	0.08241479	0.08876636	0.08010809	chr14	77208502	77244109	35608	-	25888
NM_006061	0.02998768	0.02565195	0.02532777	0.02451868	0.00040984	0.00040984	0.00040984	0.00062109	chr6	49803054	49820127	17074	-	11699
NM_006080	0.17512302	0.1728869	0.16821064	0.1744922	0.05394415	0.05195474	0.05160553	0.05160862	chr7	83425595	83662153	236559	-	13298
NM_006092	0.11488771	0.11206686	0.10994814	0.1054328	0.03631	0.03516027	0.03820742	0.04092105	chr7	30430668	30484918	54251	-	12825
NM_006101	0.31831661	0.31623348	0.32412846	0.33217832	0.00048363	0.00048363	0.00048363	0.00055383	chr18	2561510	2606634	45125	+	31252
NM_006144	0.00064659	0.00065544	0.00065574	0.00066325	0.00100325	0.00094033	0.0007702	0.00065476	chr5	54434231	54441837	7607	+	9872
NM_006145	0.98290882	1.04682342	0.99969051	0.98008291	1.08874156	1.09206307	1.1708256	1.15078568	chr19	14486582	14490201	3620	-	32383
NM_006147	0.01378172	0.01288902	0.01520517	0.01723996	0.1907625	0.19142972	0.19250845	0.1964669	chr1	208027885	208046102	18218	-	3407
NM_006153	0.22261131	0.22102492	0.22945667	0.22564802	0.12708343	0.13373819	0.12851542	0.12711729	chr3	138063740	138150658	86919	+	6404
NM_006156	2.6230046	2.66241275	2.50875384	2.62589473	2.41651603	2.46925773	2.3479109	2.38941837	chr14	23755897	23771416	15520	-	25377
NM_006157	0.0013272	0.00081866	0.00129855	0.00121088	0.20885139	0.22207395	0.20151273	0.20751594	chr11	20647693	21553805	906113	+	20651
NM_006176	0.27789598	0.28520254	0.27528401	0.26569169	16.11202938	16.43719733	16.69475763	16.360038	chr11	124115039	124122312	7274	+	22686
NM_006177	0.00388542	0.00377186	0.00494681	0.00458248	0.00402076	0.00424163	0.00461937	0.00591796	chr14	23619156	23623672	4517	-	25350
NM_006183	2.32644381	2.31263478	2.41471407	2.42579107	0.0231354	0.02478475	0.02405239	0.02277897	chr12	84792204	84800901	8698	+	24205
NM_006190	0.10414826	0.1051061	0.10502835	0.1052377	0.06433354	0.06482527	0.06263572	0.06554321	chr2	201483139	201536669	53531	-	5539
NM_006206	0.40517288	0.42164073	0.39020945	0.40538747	0.22762176	0.22885491	0.22612497	0.21828706	chr4	54790021	54859169	69149	+	8652
NM_006238	0.65863351	0.64854213	0.64811106	0.63417758	0.74696915	0.76443001	0.74714849	0.72794817	chr6	35418313	35503946	85634	+	11432
NM_006244	0.14560955	0.15195219	0.14812515	0.14287826	0.794104	0.81950554	0.79358972	0.8129911	chr11	64448719	64458526	9808	+	22039
NM_006265	2.93784243	2.895646	2.90243545	2.9008835	1.81028883	1.7710514	1.74860498	1.71471295	chr8	117927354	117956286	28933	-	15316
NM_006278	0.08664869	0.08060505	0.0832625	0.0851053	0.01145655	0.01223193	0.01238769	0.01223324	chr11	125731306	125789743	58438	+	22727
NM_006290	0.86017528	0.84142031	0.85780627	0.86741993	0.0608999	0.06356211	0.06111864	0.06224548	chr6	138230274	138246142	15869	+	12256
NM_006298	0.08604691	0.08825164	0.09131713	0.084926	0.07410312	0.08020929	0.07828324	0.0849368	chr6	28217695	28233215	15521	+	11029
NM_006365	0.00038713	0.00038713	0.00045428	0.00038713	0.05785307	0.0669802	0.0692376	0.06209456	chr1	154640679	154665808	25130	-	686
NM_006367	0.38212705	0.38264079	0.41343693	0.44151578	0.21567073	0.23452708	0.23477122	0.22250825	chr1	40278842	40310908	32067	+	1764
NM_006413	0.4666199	0.45851989	0.44369516	0.46931482	0.38745478	0.38872082	0.34806072	0.36434587	chr10	92621689	92651927	30239	+	20287
NM_006421	0.31498221	0.32279752	0.34039013	0.33134854	0.35962574	0.37466768	0.37735886	0.37042571	chr8	68272451	68418466	146016	-	14511
